,Position,Track Name,Artist,Streams,URL,date
0,1,Starboy,The Weeknd,25734078,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01
1,2,Closer,The Chainsmokers,23519705,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01
2,3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,21216399,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01
3,4,Let Me Love You,DJ Snake,19852704,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01
4,5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,18316326,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01
5,6,Don't Wanna Know,Maroon 5,18064374,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01
6,7,Fake Love,Drake,17037036,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-01
7,8,Say You Won't Let Go,James Arthur,16950854,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01
8,9,24K Magic,Bruno Mars,16736035,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-01
9,10,I Feel It Coming,The Weeknd,16609685,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01
10,11,Black Beatles,Rae Sremmurd,16130702,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-01
11,12,One Dance,Drake,15958402,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-01
12,13,Chantaje (feat. Maluma),Shakira,14458068,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-01
13,14,Cold Water (feat. Justin Bieber & MØ),Major Lazer,14278458,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-01
14,15,Call On Me - Ryan Riback Extended Remix,Starley,14030444,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01
15,16,In the Name of Love,Martin Garrix,13936848,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-01
16,17,Bad and Boujee (feat. Lil Uzi Vert),Migos,13030993,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2017-01-01
17,18,Side To Side,Ariana Grande,12802756,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-01
18,19,Just Hold On,Steve Aoki,12713391,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-01
19,20,Starving,Hailee Steinfeld,11678776,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-01
20,21,Bad Things (with Camila Cabello),Machine Gun Kelly,11496707,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-01
21,22,Mercy,Shawn Mendes,11257008,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-01
22,23,My Way,Calvin Harris,11099145,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-01
23,24,All We Know (feat. Phoebe Ryan),The Chainsmokers,11002831,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-01
24,25,Don't Let Me Down,The Chainsmokers,10662121,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2017-01-01
25,26,Treat You Better,Shawn Mendes,10655487,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-01
26,27,Heathens,Twenty One Pilots,10591337,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-01
27,28,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,10147451,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2017-01-01
28,29,Scars To Your Beautiful,Alessia Cara,9456847,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2017-01-01
29,30,All Night,The Vamps,9219626,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,2017-01-01
30,31,Cheap Thrills,Sia,9085236,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-01
31,32,Now and Later,Sage The Gemini,8963739,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,2017-01-01
32,33,Love Me Now,John Legend,8876988,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,2017-01-01
33,34,By Your Side,Jonas Blue,8796175,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-01-01
34,35,Reggaetón Lento (Bailemos),CNCO,8739078,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-01
35,36,Alone,Alan Walker,8667916,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-01
36,37,The Mack,Nevada,8616666,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,2017-01-01
37,38,I Would Like,Zara Larsson,8595924,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2017-01-01
38,39,Shed a Light,Robin Schulz,8509565,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017-01-01
39,40,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,8454914,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2017-01-01
40,41,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,8303152,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-01-01
41,42,Hear Me Now,Alok,8207067,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-01
42,43,Safari,J Balvin,7845521,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-01
43,44,Broccoli (feat. Lil Yachty),DRAM,7780722,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2017-01-01
44,45,This Is What You Came For (feat. Rihanna),Calvin Harris,7637496,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2017-01-01
45,46,"How Far I'll Go - From ""Moana""",Alessia Cara,7503448,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-01-01
46,47,Caroline,Aminé,7431437,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,2017-01-01
47,48,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,7241437,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2017-01-01
48,49,Vente Pa' Ca (feat. Maluma),Ricky Martin,7074781,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-01-01
49,50,Otra vez (feat. J Balvin),Zion & Lennox,6786526,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-01
50,51,Party Monster,The Weeknd,6656284,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,2017-01-01
51,52,Sexual,NEIKED,6572154,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,2017-01-01
52,53,Perfect Strangers,Jonas Blue,6506901,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,2017-01-01
53,54,The Greatest (feat. Kendrick Lamar),Sia,6452978,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,2017-01-01
54,55,Ride,Twenty One Pilots,6437621,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2017-01-01
55,56,Bounce Back,Big Sean,6363452,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2017-01-01
56,57,Deja Vu,J. Cole,6314763,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,2017-01-01
57,58,Solo Dance,Martin Jensen,6284819,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2017-01-01
58,59,Work,Rihanna,6239752,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,2017-01-01
59,60,Too Good,Drake,5953272,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,2017-01-01
60,61,Human,Rag'n'Bone Man,5918973,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,2017-01-01
61,62,Love Yourself,Justin Bieber,5890670,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,2017-01-01
62,63,Stressed Out,Twenty One Pilots,5871752,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,2017-01-01
63,64,Faded,Alan Walker,5824048,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2017-01-01
64,65,Sorry,Justin Bieber,5808895,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,2017-01-01
65,66,Panda,Desiigner,5724207,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,2017-01-01
66,67,"i hate u, i love u (feat. olivia o'brien)",gnash,5635133,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,2017-01-01
67,68,Make Me (Cry),Noah Cyrus,5566396,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,2017-01-01
68,69,Water Under the Bridge,Adele,5353806,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,2017-01-01
69,70,Cake By The Ocean,DNCE,5330563,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,2017-01-01
70,71,The Greatest,Sia,5284495,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,2017-01-01
71,72,Hymn for the Weekend - Seeb Remix,Coldplay,5270881,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-01
72,73,The Ocean (feat. Shy Martin),Mike Perry,5266699,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,2017-01-01
73,74,Lot to Learn,Luke Christopher,5255557,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,2017-01-01
74,75,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,5195824,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,2017-01-01
75,76,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,5194169,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,2017-01-01
76,77,Setting Fires,The Chainsmokers,5143530,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,2017-01-01
77,78,Controlla,Drake,5104189,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,2017-01-01
78,79,Deu Onda,MC G15,5074994,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF,2017-01-01
79,80,La Bicicleta,Carlos Vives,5034668,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,2017-01-01
80,81,Shout Out to My Ex,Little Mix,5010693,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,2017-01-01
81,82,Into You,Ariana Grande,5007872,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,2017-01-01
82,83,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,4987309,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,2017-01-01
83,84,Traicionera,Sebastian Yatra,4882394,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,2017-01-01
84,85,Sunset Lover,Petit Biscuit,4870064,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,2017-01-01
85,86,X (feat. Future),21 Savage,4860530,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,2017-01-01
86,87,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,4855305,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,2017-01-01
87,88,Needed Me,Rihanna,4780393,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,2017-01-01
88,89,7 Years,Lukas Graham,4707790,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,2017-01-01
89,90,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,4580028,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,2017-01-01
90,91,All Time Low,Jon Bellion,4566918,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,2017-01-01
91,92,Capsize,FRENSHIP,4535409,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,2017-01-01
92,93,Send My Love (To Your New Lover),Adele,4507243,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,2017-01-01
93,94,Fast Car,Jonas Blue,4476496,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,2017-01-01
94,95,Versace on the Floor,Bruno Mars,4471484,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-01-01
95,96,Sneakin’,Drake,4450133,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,2017-01-01
96,97,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,4429308,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,2017-01-01
97,98,Shaky Shaky,Daddy Yankee,4422007,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,2017-01-01
98,99,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,4372050,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,2017-01-01
99,100,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,4358210,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,2017-01-01
100,101,Sidewalks,The Weeknd,4342298,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,2017-01-01
101,102,Middle,DJ Snake,4329068,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,2017-01-01
102,103,Photograph,Ed Sheeran,4310532,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2017-01-01
103,104,Sex,Cheat Codes,4278981,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,2017-01-01
104,105,Final Song,MØ,4238426,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,2017-01-01
105,106,I Got You,Bebe Rexha,4229584,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,2017-01-01
106,107,"Me, Myself & I",G-Eazy,4213342,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,2017-01-01
107,108,Fresh Eyes,Andy Grammer,4197759,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2017-01-01
108,109,Lighthouse - Andrelli Remix,Hearts & Colors,4134591,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,2017-01-01
109,110,No Heart,21 Savage,4133574,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,2017-01-01
110,111,Six Feet Under,The Weeknd,4080235,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,2017-01-01
111,112,Dile Que Tu Me Quieres,Ozuna,4019163,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,2017-01-01
112,113,Lean On (feat. MØ & DJ Snake),Major Lazer,4019075,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,2017-01-01
113,114,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,3988644,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,2017-01-01
114,115,Love on Me,Galantis,3982786,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,2017-01-01
115,116,OOOUUU,Young M.A,3972504,https://open.spotify.com/track/7JYsArznYOjX2jsrT3UEnL,2017-01-01
116,117,This Town,Niall Horan,3961398,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,2017-01-01
117,118,Redbone,Childish Gambino,3942364,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,2017-01-01
118,119,Weak,AJR,3930815,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,2017-01-01
119,120,Thinking out Loud,Ed Sheeran,3883321,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2017-01-01
120,121,Dancing On My Own,Calum Scott,3870258,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ,2017-01-01
121,122,PILLOWTALK,ZAYN,3861117,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,2017-01-01
122,123,Dynamite (feat. Pretty Sister),Nause,3812275,https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg,2017-01-01
123,124,Lush Life,Zara Larsson,3786825,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,2017-01-01
124,125,Ain't My Fault,Zara Larsson,3739087,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ,2017-01-01
125,126,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,3737135,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,2017-01-01
126,127,Hello,Adele,3703686,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,2017-01-01
127,128,Never Be Like You,Flume,3684307,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr,2017-01-01
128,129,Roses,The Chainsmokers,3608588,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y,2017-01-01
129,130,iSpy (feat. Lil Yachty),KYLE,3575433,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2017-01-01
130,131,No Money,Galantis,3554030,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd,2017-01-01
131,132,Love On The Brain,Rihanna,3542741,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,2017-01-01
132,133,Borro Cassette,Maluma,3540886,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,2017-01-01
133,134,pick up the phone,Young Thug,3536673,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,2017-01-01
134,135,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,3535347,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF,2017-01-01
135,136,What Do You Mean?,Justin Bieber,3524637,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,2017-01-01
136,137,Stitches,Shawn Mendes,3519447,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,2017-01-01
137,138,Neighbors,J. Cole,3496249,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy,2017-01-01
138,139,Andas En Mi Cabeza,Chino & Nacho,3478154,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,2017-01-01
139,140,Vacaciones,Wisin,3474525,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,2017-01-01
140,141,You Was Right,Lil Uzi Vert,3452754,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,2017-01-01
141,142,No Lie,Sean Paul,3424555,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw,2017-01-01
142,143,Me llamas (feat. Maluma) - Remix,Piso 21,3389017,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,2017-01-01
143,144,Light,San Holo,3351499,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,2017-01-01
144,145,Wake Up Where You Are,State of Sound,3318446,https://open.spotify.com/track/2s76aKBWKShlwPC4xTtEEE,2017-01-01
145,146,Reminder,The Weeknd,3316620,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI,2017-01-01
146,147,Hotline Bling,Drake,3281748,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6,2017-01-01
147,148,Let Me Hold You (Turn Me On),Dante Klein,3259850,https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU,2017-01-01
148,149,Miss You,James Hersey,3216083,https://open.spotify.com/track/7of1slAJIWrXxP8ikAHxje,2017-01-01
149,150,Jumpman,Drake,3198884,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,2017-01-01
150,151,Immortal,J. Cole,3145454,https://open.spotify.com/track/6AGON2BGdPmPMJGiiNuuwl,2017-01-01
151,152,That's What I Like,Bruno Mars,3144929,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-01-01
152,153,Swang,Rae Sremmurd,3136885,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,2017-01-01
153,154,Rockin’,The Weeknd,3119482,https://open.spotify.com/track/36YCdzT57us0LhDmCYtrNE,2017-01-01
154,155,Alarm,Anne-Marie,3111623,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg,2017-01-01
155,156,Taped up Heart (feat. Clara Mae),KREAM,3085416,https://open.spotify.com/track/26hcyzSE154xMZCbFdtInA,2017-01-01
156,157,The Hills,The Weeknd,3078216,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,2017-01-01
157,158,Gold,Kiiara,3071101,https://open.spotify.com/track/6WhzFzROw3aq3rPWjgYlxr,2017-01-01
158,159,Touch,Little Mix,3060671,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,2017-01-01
159,160,Would I Lie to You - Radio Edit,David Guetta,3050982,https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2,2017-01-01
160,161,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,3047902,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,2017-01-01
161,162,Cool Girl,Tove Lo,3034502,https://open.spotify.com/track/5dKyZWlgjWw1oJgLa4GCZD,2017-01-01
162,163,Let It Go,James Bay,3026036,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,2017-01-01
163,164,Gyal You A Party Animal - Remix,Charly Black,3013428,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,2017-01-01
164,165,Oh Lord,MiC LOWRY,2991349,https://open.spotify.com/track/1sTUEdVO85YU8Ymk2jeAls,2017-01-01
165,166,Low Life (feat. The Weeknd),Future,2989492,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,2017-01-01
166,167,Please Don't Go,Joel Adams,2975537,https://open.spotify.com/track/3cNjgVBKTJ1SvKhunrCdVy,2017-01-01
167,168,Can't Feel My Face,The Weeknd,2970917,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm,2017-01-01
168,169,September Song,JP Cooper,2970487,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI,2017-01-01
169,170,Die For You,The Weeknd,2961534,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,2017-01-01
170,171,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,2926239,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,2017-01-01
171,172,Hymn for the Weekend,Coldplay,2915614,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-01
172,173,You & Me,Marc E. Bassy,2913658,https://open.spotify.com/track/4QdovcM8j50QPlyR7tH4xe,2017-01-01
173,174,Not Going Home,DVBBS,2909891,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,2017-01-01
174,175,Say It (feat. Tove Lo),Flume,2895921,https://open.spotify.com/track/4sQMalN597HdggTu196aL0,2017-01-01
175,176,No Role Modelz,J. Cole,2889936,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,2017-01-01
176,177,Million Reasons,Lady Gaga,2783891,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ,2017-01-01
177,178,Secrets,The Weeknd,2758336,https://open.spotify.com/track/3DX4Y0egvc0slLcLl31h2p,2017-01-01
178,179,Used to This (feat. Drake),Future,2753134,https://open.spotify.com/track/78sr3ogs4UzITcCNbXM9cM,2017-01-01
179,180,Love$ick,Mura Masa,2715398,https://open.spotify.com/track/5v9N8Rx3QsFvr50cxyQcA3,2017-01-01
180,181,Uptown Funk (feat. Bruno Mars),Mark Ronson,2706799,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,2017-01-01
181,182,Pumped Up Kicks,Foster The People,2698924,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,2017-01-01
182,183,Bohemian Rhapsody - Remastered 2011,Queen,2684017,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY,2017-01-01
183,184,Chillax (feat. Ky-Mani Marley),Farruko,2676819,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,2017-01-01
184,185,My House,Flo Rida,2673597,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1,2017-01-01
185,186,Sugar (feat. Francesco Yates),Robin Schulz,2670842,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w,2017-01-01
186,187,True Colors,The Weeknd,2669838,https://open.spotify.com/track/6i759FCuKx713ZnYjtpQGU,2017-01-01
187,188,Cocoon,Milky Chance,2643532,https://open.spotify.com/track/0L87MffumRNWrY2SNUFcvs,2017-01-01
188,189,Adventure of a Lifetime,Coldplay,2638669,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-01
189,190,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,2632407,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,2017-01-01
190,191,Hasta el Amanecer,Nicky Jam,2630356,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,2017-01-01
191,192,goosebumps,Travis Scott,2619064,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2017-01-01
192,193,Mr. Brightside,The Killers,2605389,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,2017-01-01
193,194,Stay (feat. Maty Noyes),Kygo,2598170,https://open.spotify.com/track/2FiSTH0GYpIioUgjfzMIja,2017-01-01
194,195,White Iverson,Post Malone,2598038,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,2017-01-01
195,196,Famous,Kanye West,2580512,https://open.spotify.com/track/19a3JfW8BQwqHWUMbcqSx8,2017-01-01
196,197,All of Me,John Legend,2568720,https://open.spotify.com/track/2q6tgiA9tpb6DMguABwCWE,2017-01-01
197,198,Sugar,Maroon 5,2541963,https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5,2017-01-01
198,199,Let Her Go,Passenger,2536282,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,2017-01-01
199,200,Bobo,J Balvin,2525159,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,2017-01-01
0,1,Shape of You,Ed Sheeran,51095759,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-01-08
1,2,Castle on the Hill,Ed Sheeran,35168298,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,2017-01-08
2,3,Starboy,The Weeknd,24261229,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-08
3,4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,21671209,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-08
4,5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,21513043,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-08
5,6,Closer,The Chainsmokers,20618002,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-08
6,7,Say You Won't Let Go,James Arthur,18269129,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-08
7,8,Don't Wanna Know,Maroon 5,17879498,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-08
8,9,I Feel It Coming,The Weeknd,17465511,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-08
9,10,Fake Love,Drake,17377668,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-08
10,11,Let Me Love You,DJ Snake,16695321,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-08
